Column1,Name,Country,Sales($),Profit($),Assets($),Market Value($)
794,Galp Energia,Portugal,22300000000,1400000000,17800000000,16200000000
795,Shanghai Rural Commercial Bank,China,7000000000,1700000000,1.995E+11,10300000000
796,WTW,United Kingdom,9600000000,1000000000,30200000000,26300000000
797,Intuitive Surgical,United States,7300000000,2000000000,15800000000,1.415E+11
798,Otsuka Holding,Japan,14500000000,951300000,22800000000,22700000000
799,Unum Group,United States,12600000000,1300000000,53600000000,10100000000
800,Universal Music Group,Netherlands,12000000000,1400000000,14600000000,57200000000
801,The Hershey Company,United States,11400000000,2100000000,12400000000,41900000000
802,Otis Worldwide,United States,14300000000,1400000000,9800000000,39100000000
803,Digital Realty Trust,United States,5500000000,1200000000,42600000000,46400000000
804,Quanta Services,United States,21500000000,768000000,15500000000,38700000000
805,SM Investments,Philippines,10300000000,1400000000,28400000000,18600000000
806,CDW,United States,21100000000,1100000000,13200000000,30100000000
807,Grupo Bimbo,Mexico,22800000000,794500000,21900000000,18700000000
808,Realty Income,United States,4400000000,779600000,68300000000,48000000000
809,ITC,India,8500000000,2500000000,10500000000,65400000000
810,ZTE,China,17400000000,1300000000,28800000000,11100000000
811,T&D Holdings,Japan,19300000000,683100000,1.137E+11,8600000000
812,Essity,Sweden,15000000000,1700000000,17400000000,18300000000
813,Fox,United States,13900000000,1600000000,21700000000,15300000000
814,Alinma Bank,Saudi Arabia,4700000000,1400000000,65300000000,21100000000
815,Joint Stock Commercial Bank for Foreign Trade of Vietnam,Vietnam,5200000000,1400000000,71500000000,20200000000
816,Mega Financial Holding,Taiwan,5200000000,1100000000,1.432E+11,18300000000
817,HF Sinclair,United States,31400000000,1500000000,17900000000,11200000000
818,American Airlines Group,United States,53200000000,500000000,64400000000,9700000000
819,Carnival Corporation,United States,22600000000,405000000,49800000000,19000000000
820,MTR,Hong Kong,7300000000,994300000,44400000000,23200000000
821,Trip.com Group,China,6300000000,1400000000,30900000000,36200000000
822,Unipol Gruppo,Italy,14100000000,1200000000,86600000000,7200000000
823,BPER Banca,Italy,8100000000,1800000000,1.513E+11,8100000000
824,Hilton Worldwide Holdings,United States,10500000000,1200000000,15900000000,51100000000
825,Chipotle Mexican Grill,United States,10200000000,1300000000,8400000000,88300000000
826,Power Grid of India,India,5600000000,1900000000,29600000000,35000000000
827,Mapfre,Spain,34900000000,748000000,54100000000,7800000000
828,Fresenius,Germany,29600000000,-717800000,47800000000,17100000000
829,CLP Holdings,Hong Kong,11100000000,850100000,29300000000,21500000000
830,JBS,Brazil,74200000000,413000000,40800000000,12700000000
831,Mitsubishi UFJ Lease,Japan,13500000000,856400000,73700000000,9500000000
832,Geely Automobile Holdings,Hong Kong,25200000000,722600000,27200000000,13200000000
833,Kasikornbank,Thailand,9100000000,1300000000,1.184E+11,8800000000
834,Tata Steel,India,28300000000,-404900000,32700000000,25100000000
835,Leonardo,Italy,16500000000,711400000,33900000000,14600000000
836,Ameren,United States,7300000000,1100000000,41300000000,19900000000
837,CenterPoint Energy,United States,8500000000,942000000,40200000000,19200000000
838,Cintas,United States,9400000000,1500000000,9000000000,70200000000
839,Daiwa Securities,Japan,8900000000,840600000,2.116E+11,10200000000
840,Rogers Communications,Canada,15100000000,440400000,51300000000,21200000000
841,China Taiping Insurance,Hong Kong,17400000000,686400000,1.919E+11,4300000000
842,Microchip Technology,United States,7600000000,1900000000,15900000000,51000000000
843,Motorola Solutions,United States,10200000000,1400000000,13300000000,61300000000
844,TD SYNNEX,United States,56400000000,626900000,27800000000,11000000000
845,Builders FirstSource,United States,17100000000,1500000000,11200000000,20400000000
846,Tohoku Electric Power,Japan,19500000000,1600000000,35600000000,4100000000
847,Corning,United States,12400000000,614000000,27600000000,30300000000
848,Credicorp,Peru,7000000000,1300000000,64800000000,13000000000
849,Eletrobrás,Brazil,7400000000,889400000,52800000000,18600000000
850,SK,South Korea,99600000000,-1400000000,1.605E+11,6300000000
851,Kuaishou Technology,China,16000000000,882300000,15000000000,32400000000
852,Mitsui OSK Lines,Japan,11300000000,1800000000,27200000000,11800000000
853,Mazda Motor,Japan,33400000000,1400000000,25100000000,6400000000
854,Sandvik,Sweden,11700000000,1200000000,16900000000,26800000000
855,Super Micro Computer,United States,11800000000,1000000000,8900000000,52000000000
856,Tractor Supply,United States,14700000000,1100000000,9600000000,30800000000
857,TDK,Japan,14500000000,862300000,22600000000,17700000000
858,Flex,United States,28100000000,1000000000,18300000000,12300000000
859,Woolworths,Australia,43600000000,-5300000,22600000000,25800000000
860,Southwest Airlines,United States,26700000000,426000000,36000000000,16700000000
861,Jiangxi Copper,China,73500000000,953300000,23700000000,7900000000
862,HAL Trust,Netherlands,13700000000,1100000000,29100000000,11800000000
863,Philips,Netherlands,19600000000,-503800000,32800000000,26400000000
864,PPL,United States,8200000000,762000000,39600000000,21800000000
865,Workday,United States,7200000000,1400000000,16500000000,68500000000
866,Tenaga Nasional,Malaysia,11600000000,607300000,50700000000,15600000000
867,Public Storage,United States,4600000000,2100000000,19600000000,50700000000
868,Mitsubishi Chemical,Japan,30300000000,827100000,40300000000,7500000000
869,Mediobanca,Italy,5400000000,1200000000,1.048E+11,13900000000
870,Lululemon Athletica,Canada,9600000000,1600000000,7100000000,42200000000
871,Interactive Brokers Group,United States,8300000000,627000000,1.322E+11,13300000000
872,Longi Green Energy Technology,China,16500000000,664300000,23300000000,19500000000
873,Kyocera,Japan,13900000000,699000000,29500000000,16900000000
874,CP All,Thailand,25900000000,573900000,25300000000,14600000000
875,Absa Group,South Africa,11100000000,1100000000,1.025E+11,7000000000
876,Jackson Financial,United States,3600000000,3200000000,3.157E+11,5900000000
877,Sabanci Holding,Turkey,23100000000,647600000,74200000000,6600000000
878,Henderson Land,Hong Kong,3500000000,1200000000,69500000000,16400000000
879,BDO Unibank,Philippines,6100000000,1300000000,81400000000,12700000000
880,Chongqing Rural Bank,China,7600000000,1500000000,2.063E+11,5500000000
881,TCL ,China,24300000000,418900000,54200000000,12100000000
882,NASDAQ,United States,6200000000,992000000,30300000000,36200000000
883,Isuzu Motors,Japan,23400000000,1200000000,21600000000,9400000000
884,Phoenix Group Holdings,United Kingdom,33200000000,-171500000,3.753E+11,6500000000
885,SDIC Power Holdings,China,7900000000,993800000,39000000000,16400000000
886,Sumitomo Realty,Japan,6700000000,1200000000,44100000000,15700000000
887,Quinenco,Chile,12400000000,1000000000,79400000000,5800000000
888,Mizrahi Tefahot Bank,Israel,6800000000,1300000000,1.245E+11,9300000000
889,Evergreen Marine Corp. (Taiwan),Taiwan,9500000000,1500000000,24400000000,14000000000
890,Greenland Holdings Group,China,45500000000,-1600000000,1.656E+11,4200000000
891,Adidas,Germany,23400000000,145300000,19900000000,44500000000
892,Banca MPS,Italy,6700000000,2200000000,1.355E+11,7300000000
893,Ford Otosan,Turkey,17300000000,2100000000,7300000000,13100000000
894,Sichuan Road & Bridge,China,14800000000,1100000000,32800000000,9200000000
895,East Money Information  ,China,1800000000,1100000000,35600000000,28400000000
896,Aisin Seiki,Japan,34000000000,628000000,30700000000,9700000000
897,Guotai Junan Securities,China,6300000000,1200000000,1.305E+11,10300000000
898,Commercial Bank For Investment & Development Of Vietnam,Vietnam,7300000000,909200000,93900000000,11100000000
899,Dubai Islamic Bank,United Arab Emirates,5400000000,1700000000,85600000000,10900000000
900,Arista Networks,United States,6100000000,2300000000,10600000000,1.002E+11
901,IndusInd Bank,India,6700000000,1100000000,61800000000,13200000000
902,Westinghouse Air Brake Technologies,United States,10000000000,918000000,18700000000,29700000000
903,Monster Beverage,United States,7300000000,1700000000,10100000000,56400000000
904,Jeronimo Martins,Portugal,34600000000,773000000,15800000000,14000000000
905,Dollar Tree,United States,30600000000,-998400000,22000000000,25600000000
906,ON Semiconductor Corp.,United States,8200000000,2200000000,13500000000,31500000000
907,Ovintiv,United States,10600000000,1900000000,19800000000,13300000000
908,Hanwha,South Korea,38800000000,-55000000,1.589E+11,1500000000
909,Naver,South Korea,7500000000,1100000000,26600000000,20900000000
910,Suzano ,Brazil,7700000000,1800000000,28600000000,12900000000
911,Expedia Group,United States,13100000000,807000000,24800000000,15100000000
912,Telkom Indonesia,Indonesia,9800000000,1600000000,18200000000,18600000000
913,Tokyo Gas,Japan,18400000000,1200000000,25700000000,8700000000
914,China National Building,China,29800000000,542200000,68900000000,3900000000
915,Fidelity National Information (FIS),United States,11200000000,-6800000000,35900000000,43600000000
916,Saudi Arabian Mining,Saudi Arabia,7600000000,570400000,30100000000,49100000000
917,CMS Energy,United States,7400000000,970000000,33900000000,18900000000
918,Martin Marietta Materials,United States,6700000000,2100000000,16200000000,35800000000
919,AES,United States,12500000000,523000000,47000000000,15100000000
920,Bank Of Chengdu,China,6100000000,1700000000,1.631E+11,8500000000
921,Indian Railway Finance,India,3200000000,731100000,58600000000,26500000000
922,Legend Holding,China,61500000000,-530300000,93900000000,1900000000
923,Muyuan Foodstuff,China,15700000000,-759200000,27200000000,34600000000
924,DuPont De Nemours,United States,12000000000,355000000,37700000000,33400000000
925,Wipro,India,10800000000,1300000000,13800000000,28900000000
926,Delta Electronics,Taiwan,12700000000,1000000000,14800000000,26000000000
927,Mashreq Bank,United Arab Emirates,5200000000,2300000000,65300000000,10300000000
928,Molson Coors Brewing,United States,12000000000,1100000000,26100000000,12000000000
929,GAIL India,India,16100000000,1200000000,15000000000,16100000000
930,Moody's,United States,6200000000,1700000000,15000000000,75600000000
931,Restaurant Brands International,Canada,7200000000,1200000000,23100000000,22400000000
932,Eversource Energy,United States,11400000000,-411600000,57300000000,21500000000
933,Bank Pekao,Poland,5500000000,1600000000,79600000000,10800000000
934,Teva Pharmaceutical,Israel,16000000000,-428800000,42800000000,18500000000
935,Db Insurance,South Korea,12300000000,1400000000,43600000000,4800000000
936,Legrand,France,9000000000,1200000000,16500000000,28700000000
937,Rakuten,Japan,14600000000,-2100000000,1.576E+11,11000000000
938,Conagra Brands,United States,12100000000,952000000,21900000000,14700000000
939,Kellanova,United States,14400000000,920000000,15300000000,21000000000
940,Schindler Holding,Switzerland,12800000000,963700000,13400000000,28300000000
941,Air France-KLM,France,32900000000,686300000,37500000000,3000000000
942,TBEA,China,13200000000,1100000000,27600000000,10200000000
943,Bank Negara Indonesia,Indonesia,5400000000,1400000000,67300000000,12100000000
944,Welltower,United States,6900000000,441600000,44600000000,60600000000
945,Ericsson,Sweden,24000000000,-2400000000,28000000000,19100000000
946,Indian Bank,India,7800000000,1000000000,95400000000,8700000000
947,DSM-Firmenich,Switzerland,11500000000,-704900000,38100000000,31000000000
948,Waste Connections,Canada,8200000000,794100000,19100000000,43200000000
949,Techtronic Industries,Hong Kong,13700000000,976300000,12400000000,25100000000
950,Raizen,Brazil,44400000000,802300000,25800000000,6000000000
951,Anta Sports Products,China,8800000000,1400000000,13000000000,32100000000
952,Kyushu Electric Power,Japan,14800000000,1200000000,37800000000,5000000000
953,Kone,Finland,11900000000,1000000000,9000000000,28400000000
954,Semiconductor Manufacturing International,China,6300000000,903000000,47800000000,17200000000
955,Itaúsa,Brazil,1500000000,2700000000,21700000000,20700000000
956,Halkbank,Turkey,15800000000,657600000,78000000000,3900000000
957,MOL Hungarian Oil,Hungary,25300000000,1300000000,22100000000,5500000000
958,China Reinsurance Group,China,14400000000,793000000,61300000000,3400000000
959,Formosa Petrochemical,Taiwan,22200000000,715300000,13100000000,20700000000
960,Vedanta Limited,India,17400000000,512000000,22900000000,19700000000
961,Ferrari,Italy,6600000000,1400000000,9300000000,76000000000
962,Shanghai International Port,China,5300000000,1900000000,28500000000,18000000000
963,Reliance Steel,United States,14500000000,1300000000,10700000000,17100000000
964,Yuanta Financial Holding,Taiwan,4800000000,852300000,1.075E+11,12900000000
965,NVR,United States,9500000000,1600000000,6500000000,24000000000
966,Penske Automotive,United States,29600000000,970100000,16100000000,10400000000
967,St. James's Place,United Kingdom,23600000000,-12600000,2.196E+11,3300000000
968,China Bohai Bank,China,9700000000,727600000,2.446E+11,2500000000
969,China Three Gorges Renewables (Group),China,3800000000,999700000,45000000000,18400000000
970,Tongwei,China,17400000000,583700000,24900000000,13600000000
971,SCB X Public Company ,Thailand,6100000000,1200000000,93400000000,9900000000
972,Vestas Wind Systems,Denmark,16500000000,-6400000,24400000000,28200000000
973,KE Holdings,China,11000000000,840800000,17000000000,25400000000
974,Dassault Systemes,France,6500000000,1200000000,16200000000,54000000000
975,DiDi Global,China,27200000000,70000000,20300000000,23000000000
976,SK Innovation ,South Korea,58300000000,238500000,64200000000,7700000000
977,CGI,Canada,10700000000,1200000000,11600000000,24100000000
978,American Water Works,United States,4300000000,959000000,31100000000,26100000000
979,Textron,United States,13800000000,931000000,16400000000,17000000000
980,Pembina Pipeline,Canada,6200000000,1400000000,24600000000,20300000000
981,Banque Saudi Fransi,Saudi Arabia,4300000000,1100000000,71600000000,11800000000
982,Fosun International,China,28000000000,199100000,1.14E+11,5400000000
983,Zimmer Biomet,United States,7500000000,963900000,21500000000,24700000000
984,Bangkok Bank,Thailand,7200000000,1200000000,1.249E+11,7300000000
985,China National Chemical,China,25200000000,771400000,30400000000,6600000000
986,Yum! Brands,United States,7000000000,1600000000,6200000000,39900000000
987,Lithia Motors,United States,32600000000,934800000,22200000000,7400000000
988,Aena,Spain,5400000000,1800000000,19400000000,29200000000
989,Lonza Group,Switzerland,7500000000,727800000,20300000000,42100000000
990,Synopsys,United States,6100000000,1400000000,10600000000,86500000000
991,United Microelectronics,Taiwan,7100000000,1800000000,17700000000,20500000000
992,Uni-President,Taiwan,19400000000,600400000,21100000000,14000000000
993,China Cinda Asset Management,China,7900000000,829500000,2.248E+11,4000000000
994,Nongfu Spring,China,6000000000,1700000000,6900000000,66900000000
995,Scor,France,21400000000,754600000,35000000000,5900000000
996,E.Sun Financial,Taiwan,4000000000,697900000,1.167E+11,14100000000
997,Rockwell Automation,United States,9000000000,1200000000,11400000000,30800000000
998,Santos,Australia,6000000000,1400000000,31100000000,16400000000
999,Kirin Holdings,Japan,15100000000,919800000,19900000000,11700000000
1000,Snam,Italy,4600000000,1200000000,37100000000,16500000000
1001,Abu Dhabi Islamic Bank,United Arab Emirates,3900000000,1400000000,53000000000,11800000000
1002,KT ,South Korea,20100000000,812400000,31700000000,6800000000
1003,Sungrow Power Supply  ,China,10000000000,1400000000,11700000000,20900000000
1004,Air Canada,Canada,16400000000,1600000000,22000000000,4800000000
1005,CarMax,United States,26500000000,479200000,27500000000,11500000000
1006,Dover,United States,8500000000,1500000000,12000000000,25300000000
1007,Zhejiang Zheneng Electric Power,China,13700000000,1000000000,20400000000,11300000000
1008,Sunac China Holdings,China,22100000000,-1200000000,1.379E+11,2000000000
1009,Ferrovial,Spain,9200000000,497300000,29100000000,29700000000
1010,PBF Energy,United States,37700000000,1900000000,13800000000,6100000000
1011,Sanlam,South Africa,11200000000,784100000,53300000000,8300000000
1012,Ulta Beauty,United States,11200000000,1300000000,6300000000,19200000000
1013,Yamaha Motor,Japan,16900000000,1200000000,18500000000,9300000000
1014,All Nippon Airways,Japan,14200000000,1100000000,23600000000,9100000000
1015,Viatris,United States,15300000000,-56100000,47300000000,13100000000
1016,Chunghwa Telecom,Taiwan,7100000000,1200000000,16500000000,30300000000
1017,Live Nation Entertainment,United States,23400000000,252100000,20000000000,22200000000
1018,Arab National Bank,Saudi Arabia,4200000000,1100000000,61900000000,11500000000
1019,Coles Group,Australia,27900000000,704900000,13300000000,14600000000
1020,XCMG Construction Machinery,China,12900000000,753500000,22800000000,12700000000
1021,GS Holdings,South Korea,19300000000,958300000,26000000000,3100000000
1022,Franklin Resources,United States,8100000000,860400000,32900000000,12800000000
1023,Ametek,United States,6700000000,1300000000,14900000000,38600000000
1024,Extra Space Storage,United States,2900000000,818700000,27500000000,32200000000
1025,East West Bancorp,United States,4100000000,1100000000,70900000000,10800000000
1026,Flutter Entertainment,Ireland,11800000000,-1200000000,24400000000,36600000000
1027,First Financial Holding,Taiwan,4700000000,720600000,1.443E+11,11900000000
1028,Electronic Arts,United States,7500000000,1300000000,13400000000,34200000000
1029,Experian,Ireland,7100000000,1200000000,11700000000,42800000000
1030,Beiersdorf,Germany,10200000000,795700000,14100000000,35200000000
1031,Nippon Paint,Japan,10300000000,853500000,19100000000,17600000000
1032,Avis Budget Group,United States,12000000000,1200000000,33500000000,4200000000
1033,Edwards Lifesciences,United States,6100000000,1400000000,9700000000,53700000000
1034,Agilent Technologies,United States,6700000000,1200000000,10900000000,45200000000
1035,Shenzhen Mindray Bio-Medical Electronics,China,5000000000,1700000000,7000000000,51700000000
1036,Brookfield Reinsurance,Bermuda,8200000000,1200000000,59700000000,4500000000
1037,Givaudan,Switzerland,7700000000,993700000,13200000000,42500000000
1038,Fastenal,United States,7400000000,1200000000,4500000000,38000000000
1039,Vienna Insurance Group,Austria,13400000000,596200000,51900000000,8700000000
1040,Brookfield Renewable,United States,4000000000,1400000000,44200000000,11600000000
1041,Qatar Islamic Bank,Qatar,2000000000,1200000000,52700000000,11400000000
1042,Globalfoundries,United States,7100000000,899000000,18500000000,30000000000
1043,Jinko Solar,China,16500000000,970300000,18100000000,10300000000
1044,China Resources Pharmaceutical Group,Hong Kong,34500000000,544000000,34800000000,5000000000
1045,HD HYUNDAI,South Korea,48100000000,307200000,51800000000,3600000000
1046,International Flavors & Fragrances,United States,11400000000,-2500000000,30600000000,25500000000
1047,Adani Power Limited,India,6100000000,2500000000,11100000000,29400000000
1048,Eurobank Ergasias,Greece,6100000000,1300000000,85700000000,8400000000
1049,Shaanxi Construction Engineering Group,China,24000000000,515500000,46200000000,2100000000
1050,Voya Financial,United States,7600000000,793000000,1.498E+11,7500000000
1051,Sany Heavy Industry,China,10200000000,640900000,21400000000,20000000000
1052,Bank of India,India,8100000000,792900000,1.108E+11,6700000000
1053,Dick's Sporting Goods,United States,13000000000,1000000000,10200000000,15900000000
1054,Bank of Changsha,China,6500000000,1100000000,1.468E+11,4800000000
1055,Luzhou Lao Jiao,China,3800000000,2000000000,9500000000,38500000000
1056,Israel Discount Bank,Israel,6500000000,1100000000,1.099E+11,6200000000
1057,China Development Financial,Taiwan,10300000000,607700000,1.189E+11,7500000000
1058,Adani Enterprises,India,12700000000,391400000,19300000000,41900000000
1059,T Rowe Price,United States,6700000000,1900000000,12900000000,26100000000
1060,Paychex,United States,5200000000,1700000000,13000000000,45200000000
1061,Shanghai Construction ,China,43500000000,222000000,48500000000,3000000000
1062,Greentown China Holdings,China,18600000000,442900000,75500000000,3000000000
1063,Orsted,Denmark,8400000000,-3100000000,42000000000,25700000000
1064,Shanxi Xinghuacun Fen Wine Factory,China,4000000000,1700000000,7000000000,44500000000
1065,Paramount,United States,30100000000,-481000000,52000000000,8000000000
1066,Arca Continental,Mexico,12000000000,986700000,14100000000,17300000000
1067,Wuchan Zhongda Group,China,81500000000,484800000,28200000000,3500000000
1068,Baxter International,United States,14900000000,-233000000,27800000000,18000000000
1069,Copart,United States,4200000000,1400000000,8000000000,52400000000
1070,Shanghai Pharmaceuticals,China,36800000000,530100000,30100000000,5900000000
1071,China CSSC Holdings,China,11300000000,462300000,24500000000,22200000000
1072,Darden Restaurants,United States,11200000000,1000000000,11400000000,18400000000
1073,LPL Financial Holdings,United States,10500000000,1000000000,11000000000,20000000000
1074,Jacobs Solutions,United States,16900000000,657400000,14900000000,17100000000
1075,Guosen Securities,China,2900000000,821000000,65800000000,11900000000
1076,Vonovia,Germany,5300000000,-4300000000,1.016E+11,26300000000
1077,National Bank of Greece,Greece,3900000000,1300000000,78200000000,8400000000
1078,GF Securities,China,4900000000,1100000000,93400000000,8500000000
1079,Hua Nan Financial,Taiwan,4800000000,693500000,1.261E+11,11000000000
1080,WestRock,United States,19500000000,304900000,26900000000,13700000000
1081,Coterra Energy ,United States,5300000000,1300000000,21000000000,21000000000
1082,EXOR,Netherlands,2800000000,2500000000,14800000000,23900000000
1083,SBI Holdings,Japan,8400000000,603300000,1.798E+11,7600000000
1084,Hormel Foods,United States,12100000000,794700000,13500000000,19900000000
1085,Nedbank,South Africa,8200000000,837900000,71700000000,6100000000
1086,M&G,United Kingdom,13800000000,369200000,2.403E+11,6200000000
1087,Vulcan Materials,United States,7700000000,915300000,13900000000,34300000000
1088,WPP,United Kingdom,18500000000,137200000,34300000000,11600000000
1089,Cadence Design,United States,4100000000,1000000000,5700000000,78600000000
1090,AvalonBay Communities,United States,2800000000,953600000,20600000000,28300000000
1091,Ternium,Luxembourg,18500000000,662600000,24800000000,8600000000
1092,Antofagasta,United Kingdom,6300000000,833700000,19600000000,29600000000
1093,China Merchants Securities,China,4300000000,1200000000,98100000000,8000000000
1094,Spotify Technology,Luxembourg,15000000000,-119400000,9800000000,59100000000
1095,Grupo Carso,Mexico,11300000000,737700000,14900000000,20400000000
1096,Osaka Gas,Japan,14400000000,917500000,19700000000,9300000000
1097,Interpublic Group,United States,10900000000,1100000000,17300000000,12000000000
1098,Kaspi.kz JSC,Kazakhstan,4500000000,1900000000,15400000000,23200000000
1099,APA,United States,8200000000,2700000000,15000000000,11500000000
1100,WH Group ,Hong Kong,26200000000,629300000,19200000000,9300000000
1101,Agnico Eagle Mines,Canada,6900000000,465500000,28800000000,35000000000
1102,J Sainsbury,United Kingdom,40900000000,171400000,31700000000,8400000000
1103,Julius Baer Group,Switzerland,6500000000,505200000,1.15E+11,12300000000
1104,Ingersoll Rand,United States,6900000000,819800000,15500000000,37400000000
1105,WEG,Brazil,6700000000,1200000000,6400000000,32500000000
1106,Euronext,Netherlands,1600000000,603700000,2.385E+11,10300000000
1107,US Steel,United States,17800000000,867000000,20400000000,8100000000
1108,Taiwan Cooperative Financial,Taiwan,4200000000,544300000,1.565E+11,12100000000
1109,Toll Brothers,United States,10200000000,1400000000,12500000000,13600000000
1110,Arrow Electronics,United States,31300000000,713400000,20300000000,7000000000
1111,Western Digital,United States,11900000000,-1600000000,23800000000,23500000000
1112,The Mosaic Company,United States,12800000000,775300000,22900000000,9800000000
1113,Fortinet,United States,5400000000,1200000000,7700000000,46900000000
1114,ENN Natural Gas,China,20000000000,936400000,18900000000,7800000000
1115,Kajima,Japan,18400000000,795500000,20700000000,8300000000
1116,ENN Energy Holdings,China,16100000000,962100000,14500000000,11100000000
1117,Acciona,Spain,18400000000,584900000,35000000000,7300000000
1118,UPM-Kymmene,Finland,11200000000,524800000,20000000000,20400000000
1119,Guangzhou Automobile Group,China,18300000000,630300000,30800000000,4600000000
1120,DaVita,United States,12300000000,815600000,17400000000,12300000000
1121,CNPC Capital,China,5900000000,622600000,1.41E+11,10600000000
1122,Constellation Software,Canada,8800000000,575500000,11900000000,57600000000
1123,Hoya,Japan,5300000000,1300000000,8000000000,42700000000
1124,Banca Mediolanum,Italy,3100000000,936900000,85400000000,8800000000
1125,Amcor,United Kingdom,13800000000,653000000,16700000000,14800000000
1126,Xylem,United States,7900000000,663000000,15900000000,34700000000
1127,Marathon Oil,United States,6400000000,1400000000,19700000000,14800000000
1128,International Paper,United States,18500000000,186000000,23000000000,14100000000
1129,El Puerto de Liverpool,Mexico,11500000000,1200000000,15300000000,11500000000
1130,EMCOR Group,United States,13100000000,718700000,6700000000,17800000000
1131,Old Dominion Freight Line,United States,5900000000,1200000000,5700000000,39800000000
1132,Vibra Energia,Brazil,33100000000,1100000000,8800000000,5000000000
1133,ICON (Ireland),Ireland,8200000000,683100000,17000000000,26000000000
1134,US Foods,United States,36000000000,506000000,13400000000,13600000000
1135,Hexagon ,Sweden,5900000000,920000000,18400000000,29700000000
1136,Top Frontier Investment Holdings,Philippines,26000000000,-47900000,47100000000,586000000
1137,Weyerhaeuser,United States,7600000000,802000000,16800000000,22700000000
1138,Atmos Energy,United States,4100000000,999100000,24000000000,17900000000
1139,Terna,Italy,3400000000,957200000,25900000000,17100000000
1140,Assurant,United States,11400000000,765300000,26600000000,9100000000
1141,Cathay Pacific Airways,Hong Kong,12100000000,1300000000,22300000000,7200000000
1142,Korea Gas,South Korea,29900000000,-375000000,42400000000,1800000000
1143,LKQ,United States,14200000000,831000000,15300000000,11900000000
1144,XP,Brazil,3000000000,782900000,51300000000,11900000000
1145,Asustek Computer,Taiwan,15700000000,733700000,15700000000,11900000000
1146,Telecom Italia,Italy,17600000000,-1600000000,68700000000,5700000000
1147,Industrivarden,Sweden,1000000000,3000000000,16400000000,14700000000
1148,Echostar,United States,20600000000,-1800000000,55600000000,4800000000
1149,Krung Thai Bank,Thailand,5800000000,1100000000,1.019E+11,6600000000
1150,Vivendi,France,11400000000,437900000,42300000000,11300000000
1151,Cemex,Mexico,17500000000,203800000,28600000000,11700000000
1152,NARI Technology Development,China,7400000000,1000000000,11500000000,25500000000
1153,China Tourism Group Duty Free ,China,8900000000,937300000,11100000000,19800000000
1154,Equity Residential,United States,2900000000,919200000,19900000000,25400000000
1155,Prysmian,Italy,16300000000,576800000,14600000000,16800000000
1156,Garmin,Switzerland,5500000000,1400000000,8600000000,32800000000
1157,MSCI,United States,2600000000,1200000000,5500000000,40000000000
1158,Japan Exchange Group,Japan,1100000000,420600000,5.331E+11,12200000000
1159,Owens Corning,United States,9600000000,1100000000,11300000000,15300000000
1160,Sun Pharma Industries,India,5700000000,1100000000,9600000000,44100000000
1161,Amadeus IT Group ,Spain,6100000000,1200000000,12100000000,31400000000
1162,Wolters Kluwer,Netherlands,6000000000,1100000000,10300000000,38300000000
1163,Bankinter,Spain,5000000000,913300000,1.248E+11,7500000000
1164,American Financial Group,United States,7900000000,882000000,24400000000,11200000000
1165,SK Telecom,South Korea,13400000000,861900000,22500000000,8100000000
1166,Investec,United Kingdom,6200000000,1100000000,69900000000,5700000000
1167,Chow Tai Fook Jewellery,Hong Kong,12500000000,842800000,10900000000,13900000000
1168,Fortive,United States,6100000000,899600000,17500000000,27200000000
1169,Sunshine Insurance Group,China,11000000000,534500000,71800000000,4700000000
1170,First Horizon,United States,4900000000,838000000,81800000000,8800000000
1171,Rexel,France,20700000000,837500000,15100000000,8900000000
1172,Ball,United States,13300000000,-480000000,19900000000,21800000000
1173,Caesars Entertainment,United States,11400000000,764000000,33100000000,7700000000
1174,Howmet Aerospace,United States,6900000000,860000000,10400000000,33900000000
1175,SMC,Japan,5400000000,1200000000,13800000000,33800000000
1176,ThyssenKrupp Group,Germany,38700000000,-2500000000,33300000000,3400000000
1177,Banco Comercial Portugues,Portugal,5800000000,950900000,1.056E+11,5800000000
1178,Attijariwafa Bank,Morocco,4200000000,741000000,66800000000,10300000000
1179,YPF ,Argentina,18000000000,-2400000000,26600000000,11500000000
1180,Stanley Black & Decker,United States,15700000000,-74900000,23900000000,13900000000
1181,SQM,Chile,7400000000,2000000000,11700000000,13500000000
1182,Mitsubishi Motors,Japan,19300000000,1100000000,16200000000,4200000000
1183,CJ Corporation,South Korea,31800000000,192900000,36100000000,3500000000
1184,China Galaxy Securities,China,4200000000,989900000,93500000000,6700000000
1185,West Japan Railway,Japan,11300000000,683000000,25000000000,9900000000
1186,Chugoku Electric Power,Japan,11300000000,923200000,27300000000,2400000000
1187,Telenor,Norway,7600000000,699100000,21500000000,16600000000
1188,Universal Health Services,United States,14700000000,816300000,14000000000,11900000000
1189,Metro,Canada,15700000000,727100000,10300000000,12500000000
1190,Partners Group Holding,Switzerland,2400000000,1100000000,5700000000,36000000000
1191,Hydro One,Canada,5900000000,812600000,25200000000,17700000000
1192,China Southern Airlines,China,22500000000,-589900000,43700000000,7300000000
1193,Bayan Resources,Indonesia,3300000000,1000000000,2900000000,39600000000
1194,Vietin Bank,Vietnam,6400000000,836500000,83800000000,7000000000
1195,Olympus,Japan,6500000000,1700000000,10100000000,18400000000
1196,StoneX Group,United States,73400000000,233900000,25700000000,2400000000
1197,Yum China Holdings,China,11000000000,825000000,11300000000,15300000000
1198,Korean Air,South Korea,12700000000,909400000,23200000000,5900000000
